username,connections_count,followers_count,following_count,activity_count,number_of_posts,account_age_days,bio_length,has_profile_pic,has_cover_photo,followers_following_ratio,label
divya.joshi,4677,92,4585,71,25,116,4,1,0,0.02,1
saikadam,1303,90,1213,76,40,128,37,0,1,0.07,1
suresh_548,4203,95,4108,60,14,150,27,0,0,0.02,1
aditya_kulkarni,27782,25921,1861,4504,836,2075,122,1,1,13.93,0
kunal_402,938,641,297,4301,1582,2387,81,1,0,2.16,0
nehasharma,2642,52,2590,63,8,66,48,0,0,0.02,1
aditya.gaikwad,8999,8662,337,2309,1158,1768,79,1,1,25.7,0
suman596,3524,267,3257,10,24,86,13,0,1,0.08,1
riya_jadhav,49117,47794,1323,944,436,1749,93,1,1,36.13,0
suman.kulkarni,87436,87280,156,4659,1067,584,71,1,1,559.49,0
arjunsingh,32787,30942,1845,416,1413,813,72,1,0,16.77,0
neha38,5029,197,4832,64,31,7,29,1,0,0.04,1
aishwarya_bhise,80471,79194,1277,3756,631,2879,140,1,0,62.02,0
mrunalkale,2509,212,2297,71,15,60,25,1,1,0.09,1
rohankharat,13465,12940,525,1333,1352,2946,55,1,0,24.65,0
vivaan_sutar,21956,20431,1525,3995,415,2229,129,1,1,13.4,0
ankit.kale,2653,112,2541,69,44,11,46,1,0,0.04,1
nehapawar,34296,32313,1983,4299,1665,1608,124,1,0,16.3,0
amit.sharma,3546,2,3544,29,5,47,49,1,0,0.0,1
shivali_829,4431,224,4207,36,50,8,16,1,0,0.05,1
mrunalbhise,73641,73360,281,3802,676,2362,56,1,0,261.07,0
pooja_4,3891,101,3790,31,31,138,6,1,0,0.03,1
amit_joshi,2013,0,2013,17,1,160,44,1,1,0.0,1
sai_kamble,39510,39068,442,3757,203,1532,159,1,0,88.39,0
nikhil198,94826,94704,122,3386,1537,2984,73,1,0,776.26,0
arjun_244,2120,260,1860,56,10,8,16,1,0,0.14,1
pooja_526,6645,4826,1819,3177,1682,2724,92,1,0,2.65,0
divya230,1630,274,1356,57,50,136,4,0,1,0.2,1
suresh_patel,10124,8511,1613,158,1822,2813,131,1,1,5.28,0
krishna_patil,3156,300,2856,62,1,153,3,0,1,0.11,1
yogesh.patil,1597,235,1362,13,19,156,33,0,1,0.17,1
nikhil_381,18731,17585,1146,1167,1690,2969,131,1,0,15.34,0
yogesh_52,628,9,619,15,11,129,5,1,1,0.01,1
aishwarya.shinde,17532,15581,1951,4968,909,210,74,1,1,7.99,0
vihaan_4,4729,137,4592,74,26,55,18,1,0,0.03,1
mrunal_409,4868,35,4833,5,24,93,26,1,0,0.01,1
shivali_joshi,3300,279,3021,22,12,76,12,0,1,0.09,1
sneha32,4547,19,4528,46,5,13,19,1,0,0.0,1
amit.kharat,58659,58217,442,3832,1717,429,144,1,0,131.71,0
arjunkale,3320,5,3315,31,48,142,0,0,0,0.0,1
suman_sharma,1809,155,1654,0,0,134,7,0,0,0.09,1
riyakulkarni,1160,17,1143,58,30,82,17,0,0,0.01,1
aditya_116,1499,264,1235,65,49,124,38,0,0,0.21,1
ishaan894,96386,95498,888,1752,917,1216,50,1,0,107.54,0
shreya.joshi,31634,31043,591,259,869,2357,107,1,1,52.53,0
ankit_444,83152,82809,343,937,1473,2881,146,1,0,241.43,0
neha_998,1466,268,1198,24,22,119,11,1,0,0.22,1
sumanpawar,733,281,452,56,22,131,10,1,0,0.62,1
pooja_974,23304,22761,543,1536,1891,446,157,1,0,41.92,0
amitsharma,4079,263,3816,56,49,82,9,0,0,0.07,1
sai494,3074,21,3053,11,15,103,49,1,1,0.01,1
rohan_kamble,76163,75075,1088,2308,1966,747,81,1,0,69.0,0
priya_gaikwad,21013,20859,154,4862,682,1810,146,1,0,135.45,0
aditya108,2443,221,2222,33,43,154,4,1,1,0.1,1
prajkta785,2187,195,1992,23,32,81,31,0,0,0.1,1
arjunpatel,9118,8864,254,3834,539,1684,109,1,1,34.9,0
arjun.gaikwad,444,89,355,63,20,174,17,0,0,0.25,1
shreya.chavhan,1977,187,1790,50,50,67,38,0,1,0.1,1
kunal_280,3859,106,3753,75,39,102,25,0,1,0.03,1
krishnakharat,96475,96285,190,2534,68,2030,151,1,1,506.76,0
prajkta990,2552,294,2258,47,44,96,7,0,0,0.13,1
kunal.kadam,2859,112,2747,18,23,166,8,0,0,0.04,1
shivali.kale,99320,99082,238,1461,1371,1249,108,1,1,416.31,0
ananya_634,72223,70551,1672,2129,655,1063,111,1,0,42.2,0
rohan.sutar,34878,33413,1465,1038,1851,857,124,1,1,22.81,0
pooja_kale,4775,245,4530,26,40,105,17,0,1,0.05,1
krishna378,1182,19,1163,47,3,107,29,1,1,0.02,1
amit.pawar,91089,90010,1079,4679,1745,969,134,1,1,83.42,0
rohan.gaikwad,1107,69,1038,11,6,12,48,1,1,0.07,1
suresh.sutar,4498,69,4429,72,26,97,2,0,1,0.02,1
suresh_sutar,2670,27,2643,16,40,103,46,0,0,0.01,1
sai_384,1309,185,1124,2,16,168,3,1,0,0.16,1
prajkta.jadhav,37552,36864,688,3701,1357,1797,94,1,0,53.58,0
divyakharat,592,197,395,11,30,139,23,0,1,0.5,1
divya631,4007,226,3781,47,22,17,7,0,0,0.06,1
priya_355,3800,67,3733,13,33,161,27,0,0,0.02,1
shivali57,3083,135,2948,29,21,102,24,1,1,0.05,1
ananya_170,43018,41119,1899,370,1967,2651,126,1,0,21.65,0
pooja_bhise,1727,280,1447,45,2,22,40,0,0,0.19,1
ankit_kale,1970,41,1929,63,5,116,48,0,1,0.02,1
aditya_jadhav,4100,28,4072,61,17,49,38,0,1,0.01,1
riyasharma,1804,184,1620,47,44,113,14,1,1,0.11,1
ananya_sutar,519,156,363,0,15,98,11,0,1,0.43,1
vihaansharma,5816,4925,891,3096,680,1915,92,1,1,5.53,0
riyabhise,831,215,616,61,47,114,7,0,0,0.35,1
mrunalchavhan,92122,90525,1597,1475,631,2843,116,1,1,56.68,0
rohan_kale,32310,30338,1972,4037,1982,2454,72,1,0,15.38,0
aarav_kharat,615,28,587,67,14,50,6,0,1,0.05,1
nikitasingh,3890,242,3648,59,49,65,7,0,1,0.07,1
nikhil451,4691,238,4453,1,20,62,44,0,1,0.05,1
priya.shinde,2246,167,2079,34,48,106,47,1,0,0.08,1
divya353,1831,88,1743,33,49,47,21,0,0,0.05,1
priya_gaikwad,13101,11526,1575,2794,913,2496,141,1,1,7.32,0
ankit_90,1301,171,1130,71,38,1,27,0,1,0.15,1
divya.sutar,9662,9535,127,2068,703,2739,86,1,1,75.08,0
amitjadhav,2810,82,2728,70,42,123,20,0,0,0.03,1
mrunal_336,29162,27201,1961,758,334,565,61,1,0,13.87,0
kavya.kharat,48688,46894,1794,1570,1399,947,87,1,0,26.14,0
divyashinde,3508,227,3281,67,43,20,43,0,1,0.07,1
vihaan.patil,987,296,691,4680,284,1260,98,1,1,0.43,0
kavya_patel,2424,1933,491,4036,1016,2597,70,1,0,3.94,0
shivali.gaikwad,1528,238,1290,72,4,25,5,1,0,0.18,1
rohanjoshi,1098,143,955,5,37,43,16,1,1,0.15,1
kunal.kadam,4185,168,4017,65,34,135,43,0,0,0.04,1
neha_270,30911,29364,1547,2876,1791,784,71,1,0,18.98,0
kunal_jadhav,2046,1,2045,80,15,140,33,0,1,0.0,1
aditya49,64168,63629,539,2435,510,2281,130,1,0,118.05,0
shreya992,35259,34927,332,353,1443,2160,144,1,0,105.2,0
nikhil.kadam,26381,26324,57,304,1499,307,151,1,1,461.82,0
mrunal563,10659,10200,459,1951,1885,1163,56,1,0,22.22,0
kavyagaikwad,52934,52397,537,584,1175,1559,69,1,0,97.57,0
shreya_sharma,4000,7,3993,25,44,8,3,0,0,0.0,1
priya192,27693,26079,1614,3697,316,2195,150,1,1,16.16,0
prathamesh.pawar,3042,288,2754,45,27,144,7,0,0,0.1,1
amit_jadhav,87119,86656,463,851,246,2939,80,1,0,187.16,0
aishwarya.joshi,2370,239,2131,3,29,21,40,0,1,0.11,1
nikhil_48,54425,53104,1321,2114,1662,2713,128,1,0,40.2,0
prajktabhise,73682,72945,737,4185,1841,531,51,1,1,98.98,0
nikita_612,92362,90621,1741,3720,1148,2433,160,1,1,52.05,0
sneha_sharma,28824,27286,1538,4223,1328,1777,107,1,0,17.74,0
amit858,1671,55,1616,59,36,60,41,1,0,0.03,1
amitshinde,36258,36030,228,2996,976,2684,50,1,1,158.03,0
neha648,1210,234,976,48,11,121,27,1,1,0.24,1
suresh685,1841,38,1803,37,43,57,46,0,1,0.02,1
ananya.kharat,2153,86,2067,7,35,44,49,1,1,0.04,1
sai_joshi,31222,31034,188,3543,1775,1811,56,1,0,165.07,0
arjun_445,96708,96393,315,2406,885,933,50,1,1,306.01,0
rohan.bhise,59783,59600,183,988,1958,2139,84,1,1,325.68,0
neha_jadhav,15435,15086,349,1239,609,535,118,1,0,43.23,0
krishna_526,4873,9,4864,4,5,97,34,1,0,0.0,1
riyachavhan,3342,15,3327,1,46,107,8,1,1,0.0,1
ananya_kadam,82766,81353,1413,2336,1684,2377,84,1,1,57.57,0
prathamesh452,13720,12118,1602,3917,602,700,51,1,0,7.56,0
aishwarya_kale,39927,38229,1698,3464,1157,2568,89,1,1,22.51,0
sumanpawar,4738,137,4601,64,27,164,35,0,0,0.03,1
ishaan_shinde,46562,44630,1932,4131,303,1632,111,1,1,23.1,0
kunal_535,82725,80927,1798,2801,636,1106,79,1,0,45.01,0
aarav27,55813,54496,1317,2925,1400,633,106,1,1,41.38,0
sai.pawar,3695,105,3590,74,22,147,37,0,1,0.03,1
aditya.mehta,3305,274,3031,34,18,6,15,0,1,0.09,1
nikita_chavhan,3008,106,2902,41,28,56,13,1,0,0.04,1
suman.kharat,38814,38696,118,2358,138,2975,106,1,1,327.93,0
vivaan.kharat,4074,7,4067,53,38,67,11,0,1,0.0,1
ananya.patil,519,157,362,59,50,73,16,1,1,0.43,1
vivaan_950,37003,35916,1087,2471,892,2134,135,1,1,33.04,0
neha_92,62847,62428,419,1243,1901,2680,84,1,0,148.99,0
suman932,4066,165,3901,17,36,102,5,0,0,0.04,1
divya.jadhav,4740,161,4579,75,37,164,4,1,0,0.04,1
arjun.kamble,2304,240,2064,9,3,176,4,0,0,0.12,1
arjun.patil,3092,30,3062,22,17,158,41,1,1,0.01,1
rohan_70,21987,21733,254,1307,1472,1608,63,1,1,85.56,0
krishna.sutar,90609,90010,599,505,1124,1778,89,1,1,150.27,0
amit_528,2905,2,2903,60,43,143,13,1,0,0.0,1
prajkta.joshi,99466,99295,171,188,953,1004,129,1,0,580.67,0
sneha_33,3125,296,2829,6,8,157,49,1,0,0.1,1
riya_598,81431,79685,1746,4549,1264,2102,136,1,1,45.64,0
rahul.chavhan,836,221,615,74,42,87,32,0,0,0.36,1
prajktajoshi,14721,14556,165,2705,1223,1821,133,1,0,88.22,0
arjun_869,91697,90803,894,4447,1391,377,70,1,0,101.57,0
mrunal982,3022,105,2917,43,36,133,20,1,0,0.04,1
arjun_kale,1165,380,785,3432,1476,1302,145,1,1,0.48,0
rohan97,2693,26,2667,15,31,14,32,1,1,0.01,1
ananya_kadam,3280,197,3083,29,28,27,44,0,0,0.06,1
amit_mehta,2019,293,1726,9,36,53,46,0,0,0.17,1
ishaan.joshi,91733,91678,55,4333,1034,1281,50,1,1,1666.87,0
pooja_chavhan,3511,114,3397,0,38,103,24,1,1,0.03,1
arjun.kadam,2630,131,2499,42,9,168,40,1,1,0.05,1
vivaanmehta,3009,5,3004,24,46,2,45,0,0,0.0,1
pooja814,3168,72,3096,37,7,101,14,0,1,0.02,1
arjungaikwad,2846,244,2602,59,45,148,25,0,1,0.09,1
priya.patel,4694,213,4481,10,41,116,23,1,1,0.05,1
shivali_kadam,3923,250,3673,35,13,97,12,0,1,0.07,1
rohan.kharat,54982,53824,1158,597,750,342,102,1,1,46.48,0
aarav_gaikwad,97294,97150,144,4394,785,1010,155,1,0,674.65,0
mrunal_sharma,583,68,515,61,36,53,37,0,1,0.13,1
kunal575,81404,79993,1411,3806,1414,1923,93,1,0,56.69,0
krishna821,4304,241,4063,19,8,41,24,1,1,0.06,1
yogeshpawar,82874,82355,519,1296,1368,1947,146,1,1,158.68,0
ishaan_shinde,4007,175,3832,71,42,61,32,1,0,0.05,1
kunal_190,2640,237,2403,12,34,155,48,1,1,0.1,1
rohan_589,29994,28905,1089,4118,1576,845,73,1,1,26.54,0
ankit_jadhav,28719,26934,1785,3153,1692,1593,64,1,1,15.09,0
shivali_kamble,3867,2,3865,55,38,119,8,0,1,0.0,1
rohan563,31171,30233,938,3505,1198,478,130,1,0,32.23,0
aditya.sutar,59277,58897,380,2943,1229,988,131,1,1,154.99,0
shreya_patel,30593,28827,1766,4219,1374,1328,61,1,0,16.32,0
mrunalshinde,2822,176,2646,48,4,34,40,1,1,0.07,1
riya_patel,2955,170,2785,60,15,85,18,0,0,0.06,1
amit_925,5058,3345,1713,1018,1021,1280,123,1,1,1.95,0
shivali172,2029,25,2004,51,13,144,32,0,0,0.01,1
rohan_474,32296,30788,1508,159,809,2293,98,1,1,20.42,0
divya_kale,31598,31289,309,1890,1186,2199,124,1,0,101.26,0
ananya.sharma,409,33,376,16,18,111,20,1,1,0.09,1
amitmehta,74273,74158,115,570,1336,567,109,1,1,644.85,0
vihaan_985,19198,18254,944,2062,1531,1431,113,1,0,19.34,0
vihaan474,4773,146,4627,15,10,136,30,0,1,0.03,1
arjun.kharat,5174,239,4935,71,48,136,13,1,1,0.05,1
kavyasutar,820,262,558,27,9,52,42,1,1,0.47,1
aishwarya.shinde,2769,224,2545,21,7,167,36,0,0,0.09,1
krishna_353,3227,17,3210,1,7,157,10,1,0,0.01,1
aishwarya.patil,80132,79938,194,3179,1323,1261,148,1,0,412.05,0
riya_singh,4387,138,4249,16,29,55,37,0,1,0.03,1
ankit_kulkarni,1102,95,1007,2,46,97,21,0,1,0.09,1
sneha_kale,9218,7912,1306,624,732,1749,61,1,1,6.06,0
yogesh_370,52249,50608,1641,1662,615,1564,158,1,0,30.84,0
kavya419,1775,236,1539,41,2,138,33,1,1,0.15,1
nikhil444,41753,39786,1967,452,1521,752,134,1,0,20.23,0
rahul_patel,4505,105,4400,11,37,151,19,0,1,0.02,1
sneha_bhise,43240,41963,1277,1625,958,1042,50,1,0,32.86,0
riya.shinde,76763,74993,1770,4283,624,999,140,1,1,42.37,0
pooja888,9097,8077,1020,1824,1566,308,56,1,1,7.92,0
sai154,24781,23983,798,811,1787,2053,62,1,0,30.05,0
vihaanshinde,1711,270,1441,45,47,151,32,0,0,0.19,1
vivaan_kamble,27294,26946,348,1670,1837,1447,99,1,0,77.43,0
nikita.joshi,4587,245,4342,11,19,143,27,1,1,0.06,1
vihaan.shinde,613,197,416,64,6,98,38,1,1,0.47,1
aarav470,5288,298,4990,12,46,67,47,1,1,0.06,1
amit_pawar,11050,10896,154,1735,599,2077,70,1,0,70.75,0
shivalikamble,40420,39914,506,1412,815,1239,138,1,0,78.88,0
rohan_242,2178,253,1925,78,40,115,50,0,0,0.13,1
vihaan_kale,3414,3200,214,4713,1938,2807,86,1,0,14.95,0
vihaan308,3268,200,3068,0,22,9,12,0,1,0.07,1
priya_jadhav,34565,33110,1455,2628,1761,662,70,1,1,22.76,0
amitkamble,2324,28,2296,20,1,98,4,0,1,0.01,1
rahul_joshi,13679,12030,1649,826,88,2241,147,1,1,7.3,0
amit620,658,114,544,15,14,170,29,1,0,0.21,1
rahul_kamble,46739,46550,189,1701,128,2717,145,1,1,246.3,0
neha678,1521,62,1459,28,21,85,7,1,0,0.04,1
ishaan_patel,78713,78125,588,2461,1701,1420,52,1,0,132.87,0
priya.patel,43913,43858,55,2671,168,1027,140,1,0,797.42,0
vivaan_41,4649,272,4377,33,39,127,37,1,0,0.06,1
kunal_479,48011,47500,511,3949,489,2428,157,1,0,92.95,0
vihaan_886,1161,265,896,66,41,175,31,0,1,0.3,1
prathamesh.pawar,3400,162,3238,50,1,8,32,0,0,0.05,1
ishaan.mehta,1787,220,1567,58,18,22,14,1,1,0.14,1
vihaan.chavhan,48490,47590,900,4862,884,2451,151,1,0,52.88,0
sai409,4366,229,4137,70,2,79,6,0,0,0.06,1
suman.sutar,1286,699,587,1451,1904,1319,114,1,0,1.19,0
prajkta515,82378,81151,1227,1537,1695,2360,117,1,1,66.14,0
sai.kale,4395,260,4135,24,3,12,24,0,1,0.06,1
shreya_482,23485,21601,1884,509,1752,1888,104,1,0,11.47,0
ananya_773,1754,45,1709,32,39,105,26,1,1,0.03,1
ishaan.joshi,97367,96040,1327,1527,555,250,71,1,0,72.37,0
pooja.kadam,2166,186,1980,70,36,105,4,0,1,0.09,1
vivaan.sharma,1093,206,887,43,9,75,31,1,0,0.23,1
divya929,3486,286,3200,45,34,152,42,0,1,0.09,1
rahul_kadam,70983,69384,1599,3709,1594,2082,126,1,1,43.39,0
priya_490,13659,11801,1858,4603,1899,861,89,1,0,6.35,0
shreya.shinde,97538,95873,1665,2542,463,2102,138,1,0,57.58,0
shreya542,87988,87376,612,4873,652,2806,83,1,0,142.77,0
divya_patel,853,196,657,3,0,108,38,1,0,0.3,1
ananya.pawar,4364,41,4323,28,44,43,30,1,0,0.01,1
yogeshkamble,64322,62726,1596,1654,143,2118,142,1,1,39.3,0
vihaan338,4841,202,4639,76,47,61,5,1,1,0.04,1
ankit628,1467,256,1211,35,40,36,29,0,0,0.21,1
yogeshkale,45011,43034,1977,876,1047,2958,132,1,1,21.77,0
vihaanpatel,2972,214,2758,77,10,124,47,0,1,0.08,1
vivaan303,4811,130,4681,62,30,31,50,1,0,0.03,1
nikhil_singh,4467,279,4188,15,25,125,44,0,1,0.07,1
riya_mehta,51701,51271,430,990,595,2738,84,1,0,119.23,0
priya_37,4033,118,3915,52,43,157,35,0,0,0.03,1
rohan_sharma,5103,212,4891,8,11,78,49,1,1,0.04,1
ishaan.kamble,40902,39353,1549,3034,1346,1324,117,1,0,25.41,0
yogesh_kharat,3599,282,3317,2,25,136,40,0,0,0.09,1
riya17,2022,1923,99,4875,1118,820,109,1,1,19.42,0
nikita.patel,38491,37040,1451,1866,186,2697,80,1,0,25.53,0
divya.kadam,43702,42980,722,3645,973,1029,61,1,1,59.53,0
vivaan.sharma,1891,223,1668,58,31,135,15,0,1,0.13,1
yogesh_kale,32895,31428,1467,3831,1043,828,119,1,1,21.42,0
ankit_65,1406,219,1187,51,20,90,30,0,1,0.18,1
ishaan748,647,127,520,41,26,66,40,0,1,0.24,1
pooja_kamble,1559,137,1422,57,34,175,7,1,0,0.1,1
ananya_538,13799,12459,1340,2132,1245,1715,107,1,1,9.3,0
priya180,10816,10062,754,3630,1873,1027,152,1,1,13.34,0
vihaan_743,83859,82427,1432,3062,346,228,157,1,0,57.56,0
prathamesh_jadhav,99718,98750,968,2636,1019,1956,159,1,0,102.01,0
ankitkulkarni,36682,36120,562,3625,1182,927,96,1,0,64.27,0
divya16,89353,88043,1310,2045,555,1158,88,1,0,67.21,0
vihaan.kale,71369,70373,996,841,1725,2146,55,1,1,70.66,0
ankitkale,2256,113,2143,1,32,111,37,0,1,0.05,1
arjun_156,9370,8236,1134,3262,1061,353,103,1,1,7.26,0
aishwarya677,40918,39844,1074,4453,1518,2846,160,1,0,37.1,0
aaravpawar,929,137,792,27,14,144,45,1,1,0.17,1
arjun.kadam,3023,215,2808,32,11,68,47,1,0,0.08,1
ankit_kale,24775,23677,1098,118,984,2321,140,1,0,21.56,0
nikita_bhise,78311,76589,1722,656,157,659,101,1,0,44.48,0
aditya.patil,41244,39690,1554,4363,1241,2640,56,1,1,25.54,0
ananya_747,35423,33499,1924,4045,122,2830,74,1,1,17.41,0
pooja.sharma,26704,25614,1090,646,114,915,79,1,0,23.5,0
ananya_joshi,4218,62,4156,47,29,117,39,0,0,0.01,1
rahul.joshi,56831,55281,1550,265,1230,278,143,1,0,35.67,0
nikita514,3191,160,3031,19,29,45,21,0,1,0.05,1
kavya863,54590,54042,548,212,1243,1350,132,1,1,98.62,0
sumanjoshi,91508,89630,1878,4212,209,363,55,1,0,47.73,0
kavya417,82115,80944,1171,672,866,2099,104,1,0,69.12,0
sai.sharma,4639,0,4639,20,23,21,30,0,0,0.0,1
aishwarya463,41774,40800,974,3574,368,272,117,1,0,41.89,0
rahulpawar,1554,73,1481,9,34,103,49,1,1,0.05,1
kavya.kharat,4115,149,3966,6,46,38,35,0,1,0.04,1
rahul_pawar,3533,254,3279,29,24,26,49,0,1,0.08,1
prajkta368,3480,284,3196,40,3,123,19,1,0,0.09,1
prathamesh_909,4785,241,4544,11,20,158,46,1,1,0.05,1
rohan.patel,97036,96794,242,2232,1454,519,74,1,0,399.98,0
kavya587,1713,19,1694,12,5,13,18,1,0,0.01,1
nikitabhise,15400,15315,85,2023,1164,2571,94,1,1,180.18,0
suman235,44523,43399,1124,1253,53,1798,92,1,1,38.61,0
ishaan_kulkarni,543,100,443,48,44,36,6,1,0,0.23,1
sai.sharma,4558,69,4489,53,13,141,17,0,0,0.02,1
shivalipawar,33188,32035,1153,2236,1821,727,133,1,1,27.78,0
mrunal.kamble,5088,166,4922,79,44,74,24,0,0,0.03,1
rohan_sharma,1540,126,1414,48,32,12,22,0,1,0.09,1
vivaan.gaikwad,1063,285,778,51,45,109,43,1,1,0.37,1
priya_375,17756,16763,993,2899,233,866,151,1,0,16.88,0
arjun_469,62395,61411,984,2264,1496,2181,57,1,1,62.41,0
mrunal_84,3106,111,2995,24,3,20,28,1,0,0.04,1
nikitajadhav,3012,49,2963,14,1,133,21,1,1,0.02,1
ishaan.sutar,95024,93396,1628,3328,329,776,140,1,0,57.37,0
divya.gaikwad,1890,174,1716,9,28,107,37,0,0,0.1,1
yogesh.kadam,3699,279,3420,67,12,23,41,0,0,0.08,1
kunal147,1220,112,1108,29,23,11,13,1,1,0.1,1
vihaan911,3410,92,3318,52,42,154,50,0,1,0.03,1
aarav_kulkarni,5076,183,4893,8,23,110,1,0,0,0.04,1
shreya_singh,66554,64769,1785,1580,1665,219,91,1,0,36.29,0
nikhil_bhise,82001,81580,421,3631,1085,1037,71,1,0,193.78,0
ananya793,71566,70499,1067,3091,358,1464,106,1,0,66.07,0
nikhil_824,3484,232,3252,17,45,136,35,0,1,0.07,1
yogesh_sutar,4894,258,4636,38,3,149,8,1,1,0.06,1
amit.kale,24652,23955,697,1037,1565,1189,159,1,1,34.37,0
yogeshkamble,3579,48,3531,71,11,161,39,1,1,0.01,1
pooja_patel,28677,28349,328,2280,1335,1514,142,1,0,86.43,0
aarav440,69206,68007,1199,3009,696,725,82,1,0,56.72,0
aishwaryasingh,1761,101,1660,32,36,129,34,1,1,0.06,1
rahul_mehta,2190,297,1893,74,20,100,24,1,1,0.16,1
prajkta_shinde,91012,90902,110,4386,440,1090,98,1,0,826.38,0
priya_bhise,24849,23821,1028,1792,180,1832,76,1,0,23.17,0
mrunal.sutar,3322,31,3291,36,6,171,12,1,0,0.01,1
divya.joshi,1572,189,1383,71,21,106,16,0,0,0.14,1
kavyapatil,4966,173,4793,11,17,69,14,0,0,0.04,1
aarav830,92119,91155,964,385,1062,2599,65,1,0,94.56,0
aishwarya90,3487,233,3254,48,26,21,36,1,0,0.07,1
ishaan_jadhav,41216,41138,78,4248,336,1446,67,1,1,527.41,0
divya_908,897,1,896,6,32,36,21,1,0,0.0,1
yogesh_joshi,31350,31233,117,4422,1676,853,56,1,1,266.95,0
prathameshkadam,1102,163,939,23,15,14,21,0,1,0.17,1
ankit904,3626,269,3357,10,33,141,36,0,0,0.08,1
aishwaryashinde,4263,239,4024,65,2,136,35,1,0,0.06,1
pooja.jadhav,3681,224,3457,24,4,109,44,0,0,0.06,1
mrunal677,1857,74,1783,37,24,177,48,0,1,0.04,1
riyasutar,79353,77366,1987,1769,520,827,61,1,0,38.94,0
rohan.shinde,85595,85102,493,949,2000,322,75,1,1,172.62,0
sai_991,39105,37144,1961,1018,159,225,131,1,1,18.94,0
aishwarya.kadam,65835,64598,1237,651,723,355,110,1,0,52.22,0
kavyakadam,47029,46105,924,2857,296,420,113,1,1,49.9,0
kunalkamble,643,100,543,39,49,159,49,0,0,0.18,1
yogesh948,34099,33975,124,3844,368,1217,58,1,0,273.99,0
suman922,24701,23940,761,123,445,387,66,1,1,31.46,0
ananya_105,4907,10,4897,53,32,69,14,0,0,0.0,1
adityagaikwad,4059,140,3919,66,47,149,4,0,1,0.04,1
rohan_687,37033,36539,494,2283,1151,2240,52,1,0,73.97,0
prajkta_438,39701,38456,1245,3513,1372,1880,58,1,1,30.89,0
aishwarya_joshi,3020,220,2800,61,30,110,50,0,1,0.08,1
divya_bhise,3640,25,3615,27,30,106,0,0,0,0.01,1
yogesh495,1425,212,1213,78,10,128,50,1,1,0.17,1
vihaan311,4658,278,4380,39,47,112,43,1,0,0.06,1
kavyapatel,2410,39,2371,31,38,162,40,0,0,0.02,1
sneha.kamble,23063,21659,1404,2617,1292,740,110,1,1,15.43,0
aaravkamble,76072,75456,616,3363,1461,2373,81,1,1,122.49,0
vivaangaikwad,11582,10113,1469,224,1326,2611,116,1,1,6.88,0
amit_sharma,76953,75977,976,1122,1687,2079,121,1,1,77.85,0
aarav_patel,1684,12,1672,25,21,70,27,1,1,0.01,1
priya65,2097,7,2090,38,1,154,17,0,1,0.0,1
riyakadam,3195,250,2945,37,46,60,12,1,0,0.08,1
amit_sutar,723,23,700,67,15,164,8,0,0,0.03,1
sumanpatel,2230,130,2100,33,19,110,46,1,0,0.06,1
yogesh_kulkarni,5191,4240,951,1199,636,1595,88,1,0,4.46,0
vivaanbhise,5123,197,4926,31,38,126,26,0,1,0.04,1
neha_974,3556,72,3484,65,15,6,17,1,0,0.02,1
sumanpatel,1397,157,1240,70,13,15,16,1,1,0.13,1
aditya_kharat,78196,77646,550,1314,1379,1910,73,1,1,141.17,0
priya_848,2815,2758,57,473,964,1175,63,1,0,48.39,0
vihaan_174,4636,126,4510,27,28,80,32,1,0,0.03,1
ankit.singh,982,162,820,33,4,138,6,1,1,0.2,1
sneha_kamble,93298,92851,447,2328,611,769,76,1,0,207.72,0
yogeshgaikwad,4819,229,4590,74,45,88,43,1,1,0.05,1
neha99,1812,26,1786,59,42,32,26,1,0,0.01,1
yogesh.sharma,3275,251,3024,65,16,151,3,0,1,0.08,1
kavya.pawar,98110,97067,1043,1737,520,2769,114,1,1,93.07,0
nikitasharma,36211,35971,240,1514,1164,2850,129,1,1,149.88,0
ananyapatel,23596,21641,1955,2730,1338,869,84,1,0,11.07,0
sai809,4430,257,4173,48,37,161,48,1,0,0.06,1
yogesh461,21956,20420,1536,562,1153,2227,112,1,1,13.29,0
arjungaikwad,1496,62,1434,31,3,140,23,1,0,0.04,1
neha_kulkarni,2150,97,2053,20,35,46,25,1,1,0.05,1
ankit_830,4351,258,4093,62,23,170,24,1,0,0.06,1
ishaan.kharat,13766,12951,815,4019,349,2535,105,1,0,15.89,0
vihaan_82,3004,54,2950,57,2,81,18,1,1,0.02,1
vihaan_pawar,76229,74584,1645,1891,706,1501,102,1,0,45.34,0
sai435,1018,264,754,73,11,94,10,0,0,0.35,1
yogesh363,28915,27150,1765,338,1046,1513,112,1,0,15.38,0
amit.patil,99747,99617,130,2993,508,1091,96,1,1,766.28,0
vihaan714,1954,232,1722,48,38,157,10,1,0,0.13,1
nikhil_410,75576,75131,445,393,842,924,108,1,1,168.83,0
rohan.mehta,907,104,803,28,43,141,9,0,0,0.13,1
sai904,1925,192,1733,31,50,104,49,1,1,0.11,1
ankit_chavhan,559,242,317,50,47,173,25,0,0,0.76,1
prathamesh_686,85799,85012,787,560,1310,1164,66,1,0,108.02,0
nehasharma,36796,35681,1115,4866,894,697,114,1,1,32.0,0
shreya.patil,96887,96150,737,4231,771,2727,132,1,1,130.46,0
prathamesh_216,3381,3252,129,1122,417,314,59,1,1,25.21,0
